merchant_id,merchant_type,product_category,product_name,date,day_of_week,weekend_flag,promotion_flag,original_price,production_quantity,sold_quantity,surplus_quantity,shelf_life_hours,preparation_time,storage_type,current_time,holding_time_hours,day_pattern,is_holiday_period
BAK001,Bakery,Cakes,Coffee Cake,2026-02-18,2,0,0,12.14,18,14,4,119,33,Ambient,09:42,1.4,midweek,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-02-18,2,0,0,5.5,45,37,8,60,10,Refrigerated,07:21,2.7,midweek,0
BAK002,Bakery,Tarts,Fruit Tart,2026-02-18,2,0,0,6.68,50,42,8,24,23,Frozen,08:27,2.7,midweek,0
BAK002,Bakery,Cakes,Carrot Cake,2026-02-18,2,0,1,11.16,69,60,9,54,27,Ambient,07:29,1.7,midweek,0
BAK002,Bakery,Cookies,White Choc Macadamia,2026-02-18,2,0,0,4.73,25,19,6,274,6,Ambient,10:26,3.0,midweek,0
BAK003,Bakery,Bread,Sourdough Loaf,2026-02-18,2,0,0,6.56,39,32,7,44,10,Refrigerated,08:25,1.9,midweek,0
BAK003,Bakery,Pastries,Cheese Danish,2026-02-18,2,0,0,6.94,38,31,7,24,4,Frozen,07:11,1.7,midweek,0
BAK003,Bakery,Cookies,Oatmeal Raisin,2026-02-18,2,0,0,3.25,15,11,4,284,7,Ambient,07:46,2.0,midweek,0
BAK003,Bakery,Tarts,Bakewell Tart,2026-02-18,2,0,0,4.93,58,49,9,61,10,Ambient,07:53,2.5,midweek,0
BAK004,Bakery,Pastries,Pain au Chocolat,2026-02-18,2,0,0,4.46,42,34,8,45,5,Ambient,08:22,1.5,midweek,0
BAK004,Bakery,Cakes,Coffee Cake,2026-02-18,2,0,0,14.37,32,26,6,83,15,Ambient,10:08,2.8,midweek,0
BAK004,Bakery,Tarts,Bakewell Tart,2026-02-18,2,0,0,6.9,71,60,11,34,14,Refrigerated,09:01,1.9,midweek,0
BAK005,Bakery,Bread,Whole Wheat Loaf,2026-02-18,2,0,0,6.95,66,56,10,24,6,Ambient,07:08,3.5,midweek,0
BAK005,Bakery,Cakes,Victoria Sponge,2026-02-18,2,0,0,13.71,35,29,6,93,15,Refrigerated,07:02,2.3,midweek,0
FNB001,Small F&B,Noodle Dishes,Miso Ramen,2026-02-18,2,0,0,10.58,58,51,7,4,11,Refrigerated,08:11,3.1,midweek,0
FNB001,Small F&B,Desserts,Matcha Parfait,2026-02-18,2,0,0,6.88,41,35,6,41,25,Refrigerated,06:47,2.1,midweek,0
FNB001,Small F&B,Rice Dishes,Fried Rice,2026-02-18,2,0,0,12.06,59,51,8,4,24,Ambient,09:22,3.2,midweek,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-02-18,2,0,0,4.33,44,37,7,46,6,Refrigerated,07:24,1.9,midweek,0
FNB002,Small F&B,Rice Dishes,Curry Rice,2026-02-18,2,0,0,14.61,42,37,5,5,17,Refrigerated,08:31,2.3,midweek,0
FNB002,Small F&B,Desserts,Mochi Ice Cream,2026-02-18,2,0,0,8.07,50,43,7,28,14,Refrigerated,06:36,1.5,midweek,0
FNB002,Small F&B,Bento Sets,Katsu Don,2026-02-18,2,0,0,15.81,23,19,4,7,24,Ambient,06:04,3.0,midweek,0
FNB003,Small F&B,Soup & Sides,Takoyaki,2026-02-18,2,0,0,4.82,35,30,5,43,6,Ambient,08:37,1.5,midweek,0
FNB003,Small F&B,Rice Dishes,Bibimbap,2026-02-18,2,0,0,13.04,52,46,6,11,17,Ambient,06:54,1.5,midweek,0
FNB003,Small F&B,Noodle Dishes,Laksa,2026-02-18,2,0,0,15.57,35,30,5,7,14,Refrigerated,09:44,3.1,midweek,0
FNB003,Small F&B,Bento Sets,Katsu Don,2026-02-18,2,0,0,16.8,60,52,8,12,24,Refrigerated,10:48,3.9,midweek,0
FNB004,Small F&B,Desserts,Matcha Parfait,2026-02-18,2,0,0,8.05,24,21,3,37,26,Refrigerated,06:06,1.3,midweek,0
FNB004,Small F&B,Noodle Dishes,Beef Noodles,2026-02-18,2,0,0,14.63,30,25,5,6,23,Refrigerated,08:50,3.6,midweek,0
FNB004,Small F&B,Bento Sets,Tempura Bento,2026-02-18,2,0,0,15.9,37,32,5,13,35,Refrigerated,10:23,3.0,midweek,0
FNB004,Small F&B,Soup & Sides,Korokke,2026-02-18,2,0,0,5.88,46,39,7,30,14,Refrigerated,08:10,1.8,midweek,0
FNB005,Small F&B,Rice Dishes,Fried Rice,2026-02-18,2,0,1,12.38,40,36,4,6,28,Refrigerated,07:34,3.8,midweek,0
FNB005,Small F&B,Desserts,Mochi Ice Cream,2026-02-18,2,0,0,11.2,28,24,4,69,25,Frozen,07:14,3.2,midweek,0
FNB005,Small F&B,Noodle Dishes,Miso Ramen,2026-02-18,2,0,0,14.44,36,31,5,6,12,Ambient,06:07,1.9,midweek,0
CAF001,Café,Pastries,Almond Croissant,2026-02-19,3,0,0,4.67,41,36,5,68,5,Frozen,08:44,1.0,midweek,0
CAF001,Café,Desserts,Brownie,2026-02-19,3,0,0,8.78,18,15,3,42,30,Frozen,06:01,1.6,midweek,0
CAF002,Café,Sandwiches,BLT,2026-02-19,3,0,0,10.4,19,17,2,10,5,Ambient,10:44,3.1,midweek,0
CAF002,Café,Salads,Quinoa Power Bowl,2026-02-19,3,0,1,11.44,38,35,3,26,18,Ambient,06:55,3.4,midweek,0
CAF003,Café,Coffee & Beverages,Latte,2026-02-19,3,0,1,7.59,19,17,2,4,4,Frozen,08:17,1.4,midweek,0
CAF003,Café,Desserts,Brownie,2026-02-19,3,0,0,7.22,23,21,2,60,22,Refrigerated,06:50,2.5,midweek,0
CAF004,Café,Salads,Greek Salad,2026-02-19,3,0,0,10.91,31,28,3,30,14,Ambient,09:38,1.4,midweek,0
CAF004,Café,Desserts,Carrot Cake,2026-02-19,3,0,0,7.68,13,11,2,40,29,Ambient,07:55,1.3,midweek,0
CAF004,Café,Sandwiches,Turkey Sandwich,2026-02-19,3,0,1,11.12,10,9,1,15,11,Frozen,06:22,3.4,midweek,0
CAF004,Café,Coffee & Beverages,Cappuccino,2026-02-19,3,0,0,6.39,13,12,1,8,2,Refrigerated,07:40,1.2,midweek,0
CAF005,Café,Sandwiches,Tuna Melt,2026-02-19,3,0,1,11.47,31,28,3,16,8,Ambient,08:41,1.3,midweek,0
CAF005,Café,Salads,Chicken Grain Bowl,2026-02-19,3,0,0,11.29,32,29,3,12,9,Ambient,10:33,3.8,midweek,0
BAK001,Bakery,Cookies,Chocolate Chip,2026-02-19,3,0,0,4.91,19,14,5,336,6,Refrigerated,08:38,2.6,midweek,0
BAK001,Bakery,Cakes,Chocolate Fudge,2026-02-19,3,0,0,12.61,70,60,10,97,28,Refrigerated,10:33,3.9,midweek,0
BAK001,Bakery,Bread,Ciabatta,2026-02-19,3,0,0,8.13,64,53,11,90,3,Refrigerated,08:10,2.2,midweek,0
BAK002,Bakery,Bread,Whole Wheat Loaf,2026-02-19,3,0,0,5.87,47,40,7,68,6,Refrigerated,07:45,1.4,midweek,0
BAK002,Bakery,Cakes,Carrot Cake,2026-02-19,3,0,0,14.9,80,68,12,99,36,Ambient,06:29,3.7,midweek,0
BAK002,Bakery,Cookies,Chocolate Chip,2026-02-19,3,0,0,2.67,57,47,10,276,11,Ambient,08:38,3.6,midweek,0
BAK003,Bakery,Bread,Focaccia,2026-02-19,3,0,0,5.7,35,28,7,85,6,Refrigerated,08:35,3.4,midweek,0
BAK003,Bakery,Pastries,Apple Turnover,2026-02-19,3,0,0,6.74,22,17,5,57,2,Ambient,10:27,1.3,midweek,0
BAK004,Bakery,Pastries,Almond Twist,2026-02-19,3,0,0,7.2,31,23,8,64,3,Frozen,09:14,2.7,midweek,0
BAK004,Bakery,Bread,Ciabatta,2026-02-19,3,0,0,7.97,75,64,11,38,1,Refrigerated,09:32,1.9,midweek,0
BAK004,Bakery,Cakes,Chocolate Fudge,2026-02-19,3,0,0,12.22,64,52,12,55,15,Refrigerated,08:05,1.4,midweek,0
BAK005,Bakery,Pastries,Apple Turnover,2026-02-19,3,0,0,5.46,21,17,4,68,5,Refrigerated,08:30,1.3,midweek,0
BAK005,Bakery,Tarts,Chocolate Tart,2026-02-19,3,0,0,8.24,75,66,9,63,23,Refrigerated,07:25,2.2,midweek,0
BAK005,Bakery,Cookies,Snickerdoodle,2026-02-19,3,0,0,4.02,63,52,11,241,9,Ambient,06:39,3.1,midweek,0
FNB001,Small F&B,Noodle Dishes,Pad Thai,2026-02-19,3,0,0,10.37,49,41,8,6,14,Frozen,09:37,1.2,midweek,0
FNB001,Small F&B,Soup & Sides,Miso Soup,2026-02-19,3,0,0,5.83,43,35,8,27,11,Refrigerated,06:07,2.0,midweek,0
FNB001,Small F&B,Bento Sets,Teriyaki Bento,2026-02-19,3,0,1,19.26,41,36,5,7,22,Refrigerated,07:53,3.7,midweek,0
FNB002,Small F&B,Noodle Dishes,Pad Thai,2026-02-19,3,0,0,12.92,33,28,5,9,24,Frozen,09:58,3.6,midweek,0
FNB002,Small F&B,Soup & Sides,Korokke,2026-02-19,3,0,0,6.85,42,36,6,23,6,Ambient,07:25,2.4,midweek,0
FNB003,Small F&B,Desserts,Matcha Parfait,2026-02-19,3,0,0,11.12,35,29,6,37,12,Ambient,10:31,3.1,midweek,0
FNB003,Small F&B,Soup & Sides,Gyoza,2026-02-19,3,0,0,4.59,53,46,7,33,9,Refrigerated,09:37,3.7,midweek,0
FNB004,Small F&B,Bento Sets,Teriyaki Bento,2026-02-19,3,0,1,18.49,29,25,4,7,22,Refrigerated,07:47,2.1,midweek,0
FNB004,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-02-19,3,0,0,11.92,41,35,6,11,18,Frozen,08:41,1.6,midweek,0
FNB005,Small F&B,Noodle Dishes,Wanton Noodles,2026-02-19,3,0,0,11.67,32,27,5,4,11,Ambient,09:37,1.2,midweek,0
FNB005,Small F&B,Desserts,Mochi Ice Cream,2026-02-19,3,0,0,9.32,53,47,6,43,27,Ambient,10:11,2.6,midweek,0
FNB005,Small F&B,Soup & Sides,Gyoza,2026-02-19,3,0,0,4.26,54,47,7,23,14,Refrigerated,08:39,3.2,midweek,0
FNB005,Small F&B,Bento Sets,Tempura Bento,2026-02-19,3,0,0,17.07,46,40,6,19,32,Ambient,07:58,2.9,midweek,0
CAF001,Café,Pastries,Banana Bread,2026-02-20,4,0,0,3.77,46,41,5,68,2,Refrigerated,09:54,1.0,transition,0
CAF001,Café,Salads,Caesar Salad,2026-02-20,4,0,1,13.97,15,12,3,47,11,Refrigerated,08:47,1.7,transition,0
CAF002,Café,Desserts,Brownie,2026-02-20,4,0,0,9.02,18,16,2,31,19,Refrigerated,06:27,2.8,transition,0
CAF002,Café,Salads,Chicken Grain Bowl,2026-02-20,4,0,0,12.24,16,14,2,42,19,Refrigerated,09:32,2.5,transition,0
CAF003,Café,Desserts,Carrot Cake,2026-02-20,4,0,1,9.27,32,29,3,49,30,Refrigerated,07:59,2.2,transition,0
CAF003,Café,Pastries,Cinnamon Roll,2026-02-20,4,0,0,5.24,42,38,4,60,5,Refrigerated,08:28,2.9,transition,0
CAF003,Café,Salads,Chicken Grain Bowl,2026-02-20,4,0,0,9.85,45,40,5,46,17,Refrigerated,06:18,2.7,transition,0
CAF003,Café,Coffee & Beverages,Cold Brew,2026-02-20,4,0,0,4.87,30,26,4,7,3,Refrigerated,08:38,3.5,transition,0
CAF004,Café,Desserts,Brownie,2026-02-20,4,0,0,6.15,11,10,1,42,13,Frozen,09:06,3.7,transition,0
CAF004,Café,Sandwiches,BLT,2026-02-20,4,0,1,9.91,46,43,3,24,10,Frozen,09:22,3.4,transition,0
CAF005,Café,Coffee & Beverages,Cappuccino,2026-02-20,4,0,0,4.7,33,29,4,8,3,Ambient,07:38,3.1,transition,0
CAF005,Café,Sandwiches,BLT,2026-02-20,4,0,0,11.18,41,36,5,7,15,Refrigerated,07:01,3.3,transition,0
CAF005,Café,Salads,Caesar Salad,2026-02-20,4,0,0,12.66,19,16,3,44,14,Ambient,09:02,2.5,transition,0
CAF005,Café,Pastries,Croissant,2026-02-20,4,0,0,5.11,48,42,6,34,1,Frozen,09:26,2.8,transition,0
BAK001,Bakery,Cookies,Chocolate Chip,2026-02-20,4,0,0,2.53,78,66,12,202,9,Ambient,09:57,2.2,transition,0
BAK001,Bakery,Pastries,Almond Twist,2026-02-20,4,0,0,5.3,45,36,9,64,2,Refrigerated,10:44,3.4,transition,0
BAK002,Bakery,Cakes,Chocolate Fudge,2026-02-20,4,0,0,14.57,62,51,11,111,23,Refrigerated,06:24,2.6,transition,0
BAK002,Bakery,Tarts,Pecan Tart,2026-02-20,4,0,0,5.51,62,51,11,28,18,Refrigerated,07:27,3.7,transition,0
BAK003,Bakery,Cakes,Lemon Drizzle,2026-02-20,4,0,0,11.05,52,44,8,93,35,Frozen,08:27,2.9,transition,0
BAK003,Bakery,Pastries,Danish Pastry,2026-02-20,4,0,0,5.24,65,56,9,39,1,Refrigerated,06:42,3.4,transition,0
BAK003,Bakery,Tarts,Fruit Tart,2026-02-20,4,0,0,8.2,52,43,9,65,23,Refrigerated,09:39,2.7,transition,0
BAK004,Bakery,Pastries,Apple Turnover,2026-02-20,4,0,0,6.97,19,13,6,43,2,Refrigerated,09:23,4.0,transition,0
BAK004,Bakery,Cookies,Double Chocolate,2026-02-20,4,0,0,3.5,36,30,6,285,8,Ambient,07:58,4.0,transition,0
BAK004,Bakery,Cakes,Victoria Sponge,2026-02-20,4,0,0,12.58,72,61,11,66,42,Refrigerated,10:20,1.8,transition,0
BAK005,Bakery,Bread,Sourdough Loaf,2026-02-20,4,0,0,6.11,57,46,11,69,0,Refrigerated,08:44,3.1,transition,0
BAK005,Bakery,Pastries,Pain au Chocolat,2026-02-20,4,0,0,6.13,27,20,7,28,1,Refrigerated,10:38,1.8,transition,0
BAK005,Bakery,Cakes,Carrot Cake,2026-02-20,4,0,0,13.59,77,66,11,90,21,Frozen,06:46,3.2,transition,0
BAK005,Bakery,Tarts,Pecan Tart,2026-02-20,4,0,0,6.8,50,41,9,46,15,Ambient,09:52,1.8,transition,0
FNB001,Small F&B,Noodle Dishes,Laksa,2026-02-20,4,0,0,12.67,51,44,7,9,21,Ambient,07:05,1.8,transition,0
FNB001,Small F&B,Bento Sets,Sushi Set,2026-02-20,4,0,0,18.59,60,53,7,9,22,Ambient,08:57,3.8,transition,0
FNB001,Small F&B,Rice Dishes,Teriyaki Don,2026-02-20,4,0,0,12.82,22,17,5,11,20,Refrigerated,08:06,2.2,transition,0
FNB002,Small F&B,Rice Dishes,Curry Rice,2026-02-20,4,0,0,13.81,43,37,6,6,28,Refrigerated,07:06,1.5,transition,0
FNB002,Small F&B,Noodle Dishes,Miso Ramen,2026-02-20,4,0,0,9.83,48,41,7,4,23,Ambient,08:05,2.8,transition,0
FNB002,Small F&B,Desserts,Dorayaki,2026-02-20,4,0,0,11.54,58,50,8,71,25,Ambient,10:19,2.0,transition,0
FNB003,Small F&B,Desserts,Matcha Parfait,2026-02-20,4,0,0,7.37,26,21,5,37,18,Frozen,09:52,3.3,transition,0
FNB003,Small F&B,Noodle Dishes,Laksa,2026-02-20,4,0,0,11.16,42,36,6,8,14,Ambient,06:23,2.8,transition,0
FNB003,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-02-20,4,0,0,14.01,29,24,5,7,18,Refrigerated,07:08,2.4,transition,0
FNB003,Small F&B,Soup & Sides,Takoyaki,2026-02-20,4,0,1,4.74,59,53,6,30,14,Refrigerated,06:18,2.9,transition,0
FNB004,Small F&B,Noodle Dishes,Miso Ramen,2026-02-20,4,0,0,11.61,25,21,4,6,25,Refrigerated,08:43,2.9,transition,0
FNB004,Small F&B,Bento Sets,Sushi Set,2026-02-20,4,0,0,12.92,49,43,6,16,22,Refrigerated,10:13,3.6,transition,0
FNB004,Small F&B,Rice Dishes,Teriyaki Don,2026-02-20,4,0,0,12.8,25,21,4,11,22,Refrigerated,09:09,1.5,transition,0
FNB004,Small F&B,Desserts,Red Bean Soup,2026-02-20,4,0,0,11.4,40,35,5,51,25,Refrigerated,06:01,2.1,transition,0
FNB005,Small F&B,Rice Dishes,Curry Rice,2026-02-20,4,0,0,10.42,58,50,8,5,26,Frozen,09:03,1.8,transition,0
FNB005,Small F&B,Soup & Sides,Edamame,2026-02-20,4,0,0,4.02,44,37,7,47,12,Refrigerated,08:02,3.7,transition,0
FNB005,Small F&B,Bento Sets,Katsu Don,2026-02-20,4,0,0,19.04,30,25,5,20,32,Refrigerated,06:41,3.3,transition,0
CAF001,Café,Pastries,Blueberry Muffin,2026-02-21,5,1,0,4.69,14,11,3,39,3,Refrigerated,08:06,1.1,saturday,0
CAF001,Café,Sandwiches,Chicken Avocado Wrap,2026-02-21,5,1,1,9.23,14,12,2,9,8,Refrigerated,07:24,1.2,saturday,0
CAF001,Café,Desserts,Tiramisu,2026-02-21,5,1,0,6.59,44,39,5,39,15,Ambient,06:35,3.2,saturday,0
CAF001,Café,Salads,Quinoa Power Bowl,2026-02-21,5,1,0,11.61,50,43,7,12,11,Refrigerated,08:43,3.0,saturday,0
CAF002,Café,Pastries,Croissant,2026-02-21,5,1,0,5.36,42,37,5,55,3,Refrigerated,08:02,1.1,saturday,0
CAF002,Café,Salads,Caesar Salad,2026-02-21,5,1,0,12.9,40,34,6,39,11,Refrigerated,07:23,3.6,saturday,0
CAF002,Café,Sandwiches,BLT,2026-02-21,5,1,1,11.19,30,26,4,6,13,Ambient,07:48,1.3,saturday,0
CAF003,Café,Sandwiches,Veggie Panini,2026-02-21,5,1,1,9.1,40,36,4,16,11,Refrigerated,09:38,1.6,saturday,0
CAF003,Café,Desserts,Carrot Cake,2026-02-21,5,1,0,8.68,17,14,3,56,23,Refrigerated,09:54,2.3,saturday,0
CAF003,Café,Pastries,Almond Croissant,2026-02-21,5,1,0,6.47,34,29,5,38,0,Refrigerated,07:31,1.6,saturday,0
CAF003,Café,Salads,Garden Fresh,2026-02-21,5,1,0,11.39,28,23,5,20,11,Ambient,08:59,3.2,saturday,0
CAF004,Café,Sandwiches,Tuna Melt,2026-02-21,5,1,0,11.43,21,18,3,12,5,Ambient,07:43,1.3,saturday,0
CAF004,Café,Desserts,Tiramisu,2026-02-21,5,1,0,10.11,21,18,3,35,19,Ambient,08:07,2.8,saturday,0
CAF005,Café,Salads,Quinoa Power Bowl,2026-02-21,5,1,0,9.14,26,21,5,48,14,Refrigerated,08:57,2.4,saturday,0
CAF005,Café,Sandwiches,BLT,2026-02-21,5,1,1,10.9,24,21,3,13,12,Ambient,08:58,2.9,saturday,0
BAK001,Bakery,Cakes,Carrot Cake,2026-02-21,5,1,0,13.24,29,22,7,55,27,Ambient,07:14,1.8,saturday,0
BAK001,Bakery,Pastries,Cheese Danish,2026-02-21,5,1,0,6.47,33,26,7,52,1,Ambient,06:10,1.8,saturday,0
BAK002,Bakery,Tarts,Chocolate Tart,2026-02-21,5,1,0,7.29,66,53,13,54,20,Frozen,08:33,2.8,saturday,0
BAK002,Bakery,Bread,Baguette,2026-02-21,5,1,0,8.16,76,63,13,81,9,Refrigerated,08:20,1.5,saturday,0
BAK003,Bakery,Bread,Focaccia,2026-02-21,5,1,0,8.27,57,46,11,36,8,Refrigerated,08:42,1.3,saturday,0
BAK003,Bakery,Cakes,Chocolate Fudge,2026-02-21,5,1,0,7.62,42,33,9,88,28,Refrigerated,09:06,4.0,saturday,0
BAK004,Bakery,Cookies,Oatmeal Raisin,2026-02-21,5,1,1,4.36,68,57,11,323,11,Refrigerated,07:58,2.7,saturday,0
BAK004,Bakery,Cakes,Carrot Cake,2026-02-21,5,1,0,11.2,21,15,6,69,37,Frozen,06:48,1.6,saturday,0
BAK004,Bakery,Pastries,Cheese Danish,2026-02-21,5,1,1,7.46,59,51,8,34,0,Refrigerated,07:51,4.0,saturday,0
BAK004,Bakery,Tarts,Lemon Tart,2026-02-21,5,1,0,4.81,57,45,12,26,19,Ambient,08:53,1.2,saturday,0
BAK005,Bakery,Cakes,Lemon Drizzle,2026-02-21,5,1,0,11.03,58,47,11,78,36,Frozen,08:37,2.6,saturday,0
BAK005,Bakery,Tarts,Pecan Tart,2026-02-21,5,1,0,8.5,42,33,9,44,20,Ambient,06:51,1.8,saturday,0
BAK005,Bakery,Cookies,Oatmeal Raisin,2026-02-21,5,1,0,3.31,23,17,6,233,12,Frozen,09:57,1.5,saturday,0
FNB001,Small F&B,Noodle Dishes,Laksa,2026-02-21,5,1,0,9.85,54,46,8,8,21,Refrigerated,07:52,1.6,saturday,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-02-21,5,1,1,4.38,44,38,6,27,5,Ambient,09:51,2.4,saturday,0
FNB002,Small F&B,Desserts,Red Bean Soup,2026-02-21,5,1,0,8.57,39,31,8,58,24,Refrigerated,06:17,3.7,saturday,0
FNB002,Small F&B,Rice Dishes,Bibimbap,2026-02-21,5,1,0,12.24,31,25,6,7,25,Refrigerated,08:48,3.8,saturday,0
FNB002,Small F&B,Bento Sets,Teriyaki Bento,2026-02-21,5,1,0,19.02,33,27,6,19,34,Refrigerated,06:44,1.4,saturday,0
FNB003,Small F&B,Rice Dishes,Teriyaki Don,2026-02-21,5,1,0,12.55,30,24,6,5,22,Frozen,09:03,2.2,saturday,0
FNB003,Small F&B,Noodle Dishes,Wanton Noodles,2026-02-21,5,1,0,12.04,39,32,7,12,13,Ambient,08:19,1.9,saturday,0
FNB003,Small F&B,Soup & Sides,Korokke,2026-02-21,5,1,1,7.49,37,31,6,13,7,Frozen,08:15,3.4,saturday,0
FNB004,Small F&B,Bento Sets,Teriyaki Bento,2026-02-21,5,1,0,12.94,52,44,8,16,33,Ambient,10:00,2.8,saturday,0
FNB004,Small F&B,Soup & Sides,Takoyaki,2026-02-21,5,1,0,5.41,59,49,10,24,12,Refrigerated,06:19,3.5,saturday,0
FNB004,Small F&B,Noodle Dishes,Laksa,2026-02-21,5,1,1,13.79,59,50,9,6,22,Frozen,09:42,3.7,saturday,0
FNB004,Small F&B,Desserts,Dorayaki,2026-02-21,5,1,0,7.91,40,32,8,60,28,Ambient,10:02,2.9,saturday,0
FNB005,Small F&B,Soup & Sides,Korokke,2026-02-21,5,1,0,4.69,30,24,6,46,11,Ambient,06:16,1.3,saturday,0
FNB005,Small F&B,Desserts,Dorayaki,2026-02-21,5,1,0,9.65,21,17,4,43,14,Refrigerated,07:40,3.6,saturday,0
FNB005,Small F&B,Bento Sets,Tempura Bento,2026-02-21,5,1,0,16.1,32,27,5,15,36,Ambient,08:14,3.9,saturday,0
FNB005,Small F&B,Noodle Dishes,Laksa,2026-02-21,5,1,0,15.57,53,44,9,8,11,Frozen,08:49,3.4,saturday,0
CAF001,Café,Desserts,Carrot Cake,2026-02-22,6,1,0,11.66,18,14,4,52,18,Refrigerated,07:52,3.5,sunday,0
CAF001,Café,Pastries,Banana Bread,2026-02-22,6,1,0,6.03,43,37,6,62,2,Frozen,09:58,2.4,sunday,0
CAF002,Café,Salads,Greek Salad,2026-02-22,6,1,0,10.61,16,13,3,33,8,Refrigerated,07:07,3.4,sunday,0
CAF002,Café,Desserts,Brownie,2026-02-22,6,1,0,10.79,31,27,4,53,16,Refrigerated,10:18,3.2,sunday,0
CAF002,Café,Pastries,Cinnamon Roll,2026-02-22,6,1,0,5.57,37,32,5,63,4,Refrigerated,07:01,2.2,sunday,0
CAF002,Café,Sandwiches,Turkey Sandwich,2026-02-22,6,1,0,11.36,37,31,6,14,14,Ambient,08:05,1.2,sunday,0
CAF003,Café,Sandwiches,Tuna Melt,2026-02-22,6,1,0,9.4,32,27,5,6,15,Refrigerated,07:34,3.2,sunday,0
CAF003,Café,Salads,Caesar Salad,2026-02-22,6,1,0,10.92,28,24,4,23,11,Frozen,07:13,3.9,sunday,0
CAF003,Café,Coffee & Beverages,Matcha Latte,2026-02-22,6,1,1,6.51,30,26,4,6,4,Frozen,09:01,2.9,sunday,0
CAF003,Café,Pastries,Banana Bread,2026-02-22,6,1,0,6.66,24,20,4,32,5,Refrigerated,09:16,3.7,sunday,0
CAF004,Café,Desserts,Carrot Cake,2026-02-22,6,1,0,6.75,12,10,2,67,17,Refrigerated,08:55,3.1,sunday,0
CAF004,Café,Pastries,Cinnamon Roll,2026-02-22,6,1,0,7.0,29,25,4,64,3,Refrigerated,09:15,2.6,sunday,0
CAF004,Café,Salads,Quinoa Power Bowl,2026-02-22,6,1,0,13.3,13,10,3,44,13,Ambient,07:46,3.5,sunday,0
CAF005,Café,Salads,Garden Fresh,2026-02-22,6,1,0,10.67,49,43,6,30,18,Ambient,10:55,2.1,sunday,0
CAF005,Café,Desserts,Carrot Cake,2026-02-22,6,1,0,8.76,43,37,6,37,22,Refrigerated,07:09,1.2,sunday,0
BAK001,Bakery,Cakes,Coffee Cake,2026-02-22,6,1,0,9.07,80,66,14,79,22,Refrigerated,06:04,3.0,sunday,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-02-22,6,1,0,7.22,26,18,8,27,24,Frozen,09:53,1.4,sunday,0
BAK001,Bakery,Bread,Baguette,2026-02-22,6,1,1,6.3,69,59,10,41,6,Refrigerated,07:25,2.3,sunday,0
BAK002,Bakery,Tarts,Chocolate Tart,2026-02-22,6,1,0,8.36,62,50,12,65,17,Refrigerated,10:53,2.5,sunday,0
BAK002,Bakery,Cookies,Oatmeal Raisin,2026-02-22,6,1,0,3.62,73,58,15,175,8,Frozen,08:29,2.3,sunday,0
BAK002,Bakery,Pastries,Danish Pastry,2026-02-22,6,1,0,3.59,76,61,15,43,4,Refrigerated,08:12,1.9,sunday,0
BAK002,Bakery,Cakes,Carrot Cake,2026-02-22,6,1,1,12.21,41,32,9,52,35,Refrigerated,09:36,3.6,sunday,0
BAK003,Bakery,Cookies,Snickerdoodle,2026-02-22,6,1,0,2.88,52,43,9,302,10,Refrigerated,08:27,2.1,sunday,0
BAK003,Bakery,Cakes,Carrot Cake,2026-02-22,6,1,0,13.92,31,23,8,52,35,Refrigerated,08:58,3.0,sunday,0
BAK003,Bakery,Tarts,Pecan Tart,2026-02-22,6,1,1,6.37,25,20,5,43,21,Refrigerated,09:04,1.2,sunday,0
BAK004,Bakery,Tarts,Fruit Tart,2026-02-22,6,1,0,6.69,55,45,10,52,18,Refrigerated,08:04,1.9,sunday,0
BAK004,Bakery,Cookies,Chocolate Chip,2026-02-22,6,1,0,3.78,67,54,13,239,12,Refrigerated,09:26,2.2,sunday,0
BAK004,Bakery,Pastries,Cheese Danish,2026-02-22,6,1,0,5.69,33,25,8,47,5,Ambient,06:25,2.0,sunday,0
BAK004,Bakery,Bread,Focaccia,2026-02-22,6,1,0,7.21,23,18,5,53,3,Ambient,06:11,2.7,sunday,0
BAK005,Bakery,Bread,Ciabatta,2026-02-22,6,1,1,7.4,69,59,10,56,0,Ambient,07:13,3.6,sunday,0
BAK005,Bakery,Cakes,Lemon Drizzle,2026-02-22,6,1,0,10.88,72,59,13,59,23,Ambient,08:47,2.5,sunday,0
BAK005,Bakery,Pastries,Apple Turnover,2026-02-22,6,1,1,6.81,15,10,5,42,0,Refrigerated,06:57,3.2,sunday,0
FNB001,Small F&B,Desserts,Dorayaki,2026-02-22,6,1,0,11.03,25,21,4,68,23,Refrigerated,08:59,3.6,sunday,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-02-22,6,1,0,4.36,33,28,5,24,5,Ambient,06:32,2.1,sunday,0
FNB002,Small F&B,Bento Sets,Tempura Bento,2026-02-22,6,1,0,19.61,53,43,10,11,23,Refrigerated,08:38,2.0,sunday,0
FNB002,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-02-22,6,1,0,13.66,53,44,9,5,20,Frozen,10:35,3.9,sunday,0
